model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
5,2018,11300,1,14619,4,145,65.7,1.0
6,2019,16000,1,26672,4,145,60.1,1.0
13,2014,14400,1,28892,0,150,54.3,2.0
1,2017,10600,1,19856,4,30,55.4,1.0
6,2017,12700,1,25746,0,145,74.3,1.5
5,2018,11000,1,12518,4,150,65.7,1.0
5,2016,10800,1,20615,4,20,62.8,1.0
0,2012,6500,1,17597,4,0,80.7,1.4
5,2019,12500,1,10956,4,145,60.1,1.0
6,2018,11300,1,16617,4,145,60.1,1.0
6,2017,12500,0,21697,4,150,51.4,1.0
13,2014,10700,1,43914,0,205,47.9,2.0
6,2018,12500,1,15183,4,145,57.7,1.0
5,2019,13200,1,2096,4,145,64.2,1.0
5,2015,7700,1,52210,4,30,55.4,1.0
6,2015,9500,1,34319,0,30,64.2,1.5
6,2019,15500,1,8555,4,150,60.1,1.0
6,2013,7900,1,41398,0,20,67.3,1.6
5,2013,6300,1,42700,4,30,54.3,1.2
5,2016,8600,1,17050,4,125,54.3,1.2
5,2014,7500,1,46683,4,0,65.7,1.0
5,2016,8700,1,19928,4,125,54.3,1.2
13,2017,16100,1,27009,0,145,60.1,2.0
6,2016,11500,1,6071,0,0,74.3,1.5
6,2017,12600,1,16043,4,145,60.1,1.0
6,2017,11700,1,20691,4,145,60.1,1.0
6,2016,9600,1,27036,0,0,74.3,1.5
2,2015,9000,0,33161,4,160,44.8,1.5
5,2019,12500,1,11260,4,145,60.1,1.0
5,2019,13000,1,12910,4,145,58.9,1.0
13,2017,16500,1,29072,0,125,60.1,2.0
5,2017,10300,1,12218,4,145,65.7,1.0
5,2016,8200,1,34318,4,125,54.3,1.2
5,2017,8800,1,47156,4,20,62.8,1.0
5,2017,9500,1,29809,4,0,65.7,1.0
8,2018,21500,1,11704,0,145,55.4,2.0
5,2017,9200,1,32463,4,0,65.7,1.0
5,2016,9000,1,40789,4,20,62.8,1.0
6,2016,9900,1,18139,4,20,60.1,1.0
6,2017,12500,0,17560,4,145,51.4,1.0
2,2015,8500,1,33403,0,30,61.4,0.0
5,2017,10700,1,26762,4,0,65.7,1.0
14,2017,13700,1,30274,0,30,64.2,2.0
5,2016,9000,1,33327,4,0,65.7,1.0
6,2018,15800,0,9816,4,150,51.4,1.0
13,2015,11500,1,46754,0,125,60.1,2.0
1,2016,10000,1,30697,0,20,68.9,1.5
5,2016,10500,1,27958,4,0,65.7,1.0
13,2017,14000,1,28964,0,125,60.1,2.0
13,2019,21000,0,6277,4,145,29.1,1.5
13,2017,14300,1,24579,0,125,60.1,2.0
5,2015,7200,1,36740,4,125,54.3,1.2
13,2019,17200,1,15378,0,145,38.2,2.0
5,2019,11600,1,16127,4,145,60.1,1.0
13,2013,11000,1,40615,0,200,47.9,2.0
5,2017,10000,1,20109,4,150,65.7,1.0
6,2016,10000,1,46008,0,0,74.3,1.5
13,2016,14000,1,25930,0,125,60.1,2.0
5,2017,11000,1,19698,4,150,65.7,1.0
5,2016,10800,1,19030,4,20,62.8,1.0
13,2016,12500,1,16778,0,125,60.1,2.0
5,2017,10500,1,15244,4,145,65.7,1.0
6,2019,18000,1,5731,4,145,60.1,1.0
5,2017,12000,1,7626,4,20,62.8,1.0
13,2017,15800,1,30133,0,145,60.1,2.0
13,2019,19000,1,5242,0,145,36.7,2.0
13,2019,18200,1,5730,0,145,38.2,2.0
5,2018,10300,1,28480,4,145,65.7,1.0
2,2019,17400,0,8607,4,145,44.1,1.0
13,2014,14000,1,38621,0,150,54.3,2.0
5,2017,8800,1,38317,4,150,65.7,1.0
13,2015,10700,1,54146,0,110,50.4,2.0
5,2017,12000,1,23423,4,145,47.9,1.6
3,2017,22000,0,17515,0,145,47.9,2.0
5,2019,14000,1,9427,4,145,55.4,1.0
6,2017,11700,0,24775,4,125,51.4,1.0
1,2017,11000,0,18150,0,20,64.2,1.5
5,2017,12000,0,6794,4,0,57.7,1.0
13,2016,15000,1,29683,0,125,60.1,2.0
6,2019,17700,1,1864,4,145,60.1,1.0
2,2017,10900,1,21057,4,125,52.3,1.0
1,2015,8400,1,34670,0,20,68.9,1.5
14,2017,18300,0,9624,0,20,67.3,2.0
6,2017,12300,1,32333,0,145,74.3,1.5
5,2015,7700,1,31299,4,125,54.3,1.2
6,2017,11000,1,31479,0,145,74.3,1.5
5,2015,8000,1,33011,4,125,54.3,1.2
5,2017,11800,1,36069,4,145,47.9,1.6
2,2017,9400,1,11653,4,160,44.8,1.5
1,2017,11300,1,20784,4,30,55.4,1.0
6,2015,8900,1,47393,0,0,74.3,1.5
6,2017,12300,1,14724,4,20,60.1,1.0
6,2018,12700,1,13198,4,145,57.7,1.0
0,2014,7400,1,38676,4,30,55.4,1.0
5,2019,12400,1,13523,4,145,60.1,1.0
13,2018,18000,1,9518,0,145,54.3,1.5
5,2016,9800,0,6806,4,150,47.9,1.6
5,2014,7500,1,13585,4,0,65.7,1.0
5,2015,6600,1,46794,4,125,54.3,1.2
13,2015,12000,0,40017,0,150,52.3,2.0
6,2016,12000,0,14436,4,145,46.3,1.5
5,2017,11000,1,25292,4,0,65.7,1.0
5,2019,15000,1,9930,0,145,58.9,1.5
5,2013,7000,1,38142,4,0,65.7,1.0
8,2016,17500,0,23647,0,145,52.3,2.0
6,2015,8400,1,54451,0,0,74.3,1.5
5,2014,9300,0,8431,4,145,47.9,1.6
6,2016,10600,1,29984,4,20,60.1,1.0
5,2018,12000,1,28733,4,145,65.7,1.0
6,2016,10800,1,18218,0,0,74.3,1.5
6,2019,18500,0,11716,0,145,74.3,1.5
11,2016,6500,1,13592,4,30,57.7,1.2
6,2016,9300,1,33547,0,0,74.3,1.5
6,2018,14300,1,18883,0,145,80.7,1.5
5,2016,9400,1,10791,4,125,54.3,1.2
6,2017,17600,1,16393,4,200,41.5,2.0
5,2018,11500,0,23908,4,145,54.3,1.0
6,2018,13500,1,26159,4,145,58.9,1.0
6,2016,9300,1,26000,4,20,61.4,1.0
5,2019,13800,1,5111,4,145,58.9,1.0
5,2017,10800,1,16959,4,145,62.8,1.0
5,2017,10000,1,19638,4,20,62.8,1.0
5,2016,8900,1,46894,0,0,78.5,1.5
14,2017,14000,1,19947,0,145,64.2,2.0
14,2017,13500,1,30069,4,145,48.7,1.5
5,2015,6200,1,17953,4,30,54.3,1.2
5,2018,12500,1,16936,4,145,62.8,1.0
13,2018,16500,1,26526,0,115,56.5,2.0
13,2017,16000,0,16166,4,235,38.2,1.5
1,2017,8500,1,39643,0,20,68.9,1.5
1,2018,12500,1,7672,0,145,58.9,1.5
5,2017,11000,0,19133,4,145,57.7,1.0
5,2018,9000,1,29033,4,145,64.2,1.1
5,2017,10300,1,14991,4,145,65.7,1.0
5,2017,10300,1,23041,4,145,65.7,1.0
5,2018,9500,1,12438,4,145,64.2,1.1
11,2016,6600,1,19065,4,30,57.7,1.2
5,2016,8600,1,25929,4,125,54.3,1.2
5,2018,11400,1,30144,4,145,65.7,1.0
6,2017,12700,1,21388,0,145,74.3,1.5
5,2018,12300,1,20536,4,0,69.0,1.0
13,2015,14000,1,51279,0,145,54.3,2.0
3,2016,20000,1,11644,0,160,48.7,2.0
5,2017,10800,1,25591,0,0,78.5,1.5
11,2015,6200,1,15850,4,30,57.7,1.2
5,2016,9100,1,13425,4,0,65.7,1.0
6,2019,14200,1,20986,0,145,80.7,1.5
6,2018,14400,1,16931,0,145,80.7,1.5
5,2018,11700,1,33913,4,145,65.7,1.0
5,2017,10200,1,31804,0,0,78.5,1.5
5,2015,6800,1,32204,4,30,54.3,1.2
13,2017,18400,1,29965,0,145,54.3,2.0
0,2015,9000,0,18659,4,160,44.1,1.6
11,2017,7800,1,27458,4,145,57.7,1.2
6,2014,9000,1,32516,0,20,67.3,1.6
5,2015,9600,1,18810,4,20,62.8,1.0
5,2017,8500,1,12254,4,150,64.2,1.1
0,2015,8000,0,14312,4,165,44.1,1.6
13,2014,7699,1,87489,0,150,53.3,2.0
6,2017,10799,0,21693,4,150,51.4,1.0
1,2013,7000,0,36547,0,165,51.4,2.0
6,2017,10499,1,41600,0,0,74.3,1.5
14,2017,8295,1,90190,0,0,74.3,1.5
14,2015,8000,1,81170,0,125,57.7,2.0
14,2016,8500,1,85810,0,0,78.5,1.5
14,2017,8000,1,99300,0,20,67.3,2.0
6,2016,7000,1,94581,4,125,51.4,1.5
6,2015,7499,0,67331,4,160,44.8,1.6
9,2011,5000,1,92785,4,200,40.9,1.6
14,2016,10500,0,55319,0,125,58.9,2.0
2,2017,9299,1,22186,4,145,44.8,1.5
6,2016,12000,0,80468,0,30,61.4,2.0
18,2013,9000,0,42522,0,200,47.1,2.0
5,2018,10000,1,10200,4,150,65.7,1.0
6,2015,6500,1,88220,0,0,74.3,1.5
6,2017,8295,1,60030,0,145,74.3,1.5
14,2017,10295,1,71480,0,30,64.2,2.0
5,2016,8195,0,35230,4,150,47.9,1.6
6,2015,7695,1,50380,0,0,74.3,1.5
6,2016,11695,1,57420,0,20,67.3,2.0
6,2017,11490,1,19579,4,140,60.1,1.0
5,2019,15990,1,11509,4,145,40.3,1.5
11,2017,8100,1,16744,4,30,57.7,1.2
5,2017,9000,1,29117,4,0,65.7,1.0
5,2018,10000,1,14425,4,145,55.4,1.1
6,2019,16800,0,2220,0,145,67.3,1.5
5,2016,9300,1,18798,0,0,88.3,1.5
6,2017,17000,1,17510,4,200,41.5,2.0
5,2017,10500,1,31779,4,0,65.7,1.0
11,2015,6200,1,18432,4,30,57.7,1.2
5,2014,6300,1,40178,4,30,54.3,1.2
2,2018,14500,1,9961,4,145,54.3,1.0
13,2019,22800,1,273,0,145,46.3,1.5
5,2016,9000,1,25122,4,0,65.7,1.0
9,2014,7650,1,36441,0,125,60.1,1.6
2,2017,9375,1,9633,0,145,44.8,1.5
6,2016,9275,1,27450,4,20,61.4,1.0
2,2017,11495,0,19050,4,160,44.8,1.5
2,2019,17650,0,3323,4,145,45.6,1.0
5,2017,8250,1,18234,4,145,65.7,1.0
5,2009,3895,1,61171,4,145,49.6,1.2
0,2016,7895,1,41818,4,30,57.7,1.0
5,2017,7995,1,25406,4,125,54.3,1.2
13,2019,15750,1,15581,4,145,34.4,1.5
18,2017,14000,1,38955,0,145,56.5,2.0
5,2019,18500,1,5289,4,145,40.3,1.5
6,2017,11375,1,19484,4,145,60.1,1.0
8,2018,18250,0,31718,0,145,52.3,2.0
6,2018,11750,1,25465,0,145,74.3,1.5
5,2019,12350,1,3977,4,145,56.5,1.0
13,2018,17325,1,24451,0,145,54.3,2.0
6,2017,9725,1,18291,0,0,74.3,1.5
5,2010,6295,1,34000,4,145,48.7,1.4
5,2016,8795,1,38886,4,0,65.7,1.0
11,2017,7425,1,24239,4,30,57.7,1.2
5,2016,8500,1,23457,4,0,65.7,1.0
6,2018,14985,1,5400,4,150,58.9,1.0
5,2017,9985,1,13555,4,145,65.7,1.0
6,2009,1999,1,113492,4,200,42.2,1.6
5,2006,1299,1,97556,0,30,62.8,1.4
6,2010,2499,1,87023,0,30,62.8,1.6
13,2018,17369,1,10945,4,150,39.2,1.5
6,2009,2495,1,107000,4,205,42.2,1.6
6,2009,2995,1,98000,0,145,54.3,1.8
11,2008,1795,1,63000,4,160,45.6,1.3
14,2011,3495,1,137000,0,145,53.3,2.0
1,2016,9750,0,30983,0,30,58.9,1.5
0,2014,6925,1,31358,4,30,55.4,1.0
5,2017,9250,1,21128,4,0,65.7,1.0
5,2016,9689,1,24989,4,0,65.7,1.0
14,2016,10998,1,22526,0,0,78.5,1.5
11,2014,4499,1,31599,4,30,57.7,1.2
5,2017,9850,1,19610,4,0,65.7,1.0
6,2016,14695,1,33896,0,20,67.3,2.0
1,2015,8985,0,24757,0,20,64.2,1.5
1,2014,8695,1,31000,0,120,55.4,2.0
5,2014,6495,1,46000,4,30,54.3,1.2
5,2013,7995,2,23000,4,145,47.9,1.6
13,2014,10495,1,39000,0,205,47.9,2.0
3,2017,16325,1,53204,0,160,48.7,2.0
5,2013,7250,1,33000,0,0,76.4,1.5
6,2018,13750,1,14000,4,150,51.4,1.5
6,2015,8750,1,41000,0,0,74.3,1.5
6,2017,18900,1,16000,4,200,41.5,2.0
5,2018,13000,1,16800,4,145,58.9,1.0
6,2016,16250,1,19500,4,200,41.5,2.0
6,2016,13750,1,38000,0,20,67.3,2.0
6,2012,4499,1,93193,4,145,47.9,1.6
9,2011,3399,1,142963,0,145,53.3,2.0
11,2010,2799,1,89027,4,30,55.4,1.2
6,2017,11500,0,29755,4,145,51.4,1.0
5,2009,3989,1,88733,4,150,49.6,1.4
3,2019,29989,0,4536,0,150,37.2,2.0
6,2019,19000,1,4800,4,145,45.6,1.5
14,2018,16000,1,10150,0,145,65.7,2.0
13,2011,7500,1,68600,0,200,47.1,2.0
5,2012,5250,1,67000,0,20,68.9,1.6
5,2016,7750,1,45000,4,0,65.7,1.0
5,2018,13000,1,3000,4,145,61.4,1.0
2,2016,8000,1,58000,4,125,53.3,1.0
6,2013,6250,1,53000,4,145,47.9,1.6
13,2015,11000,1,38000,0,125,60.1,2.0
6,2019,15500,1,10000,4,145,60.1,1.0
13,2015,13500,0,33700,4,235,38.2,1.5
6,2020,20000,1,100,4,145,60.1,1.0
6,2017,16489,1,17155,0,145,67.3,2.0
0,2018,11989,1,8624,4,145,55.4,1.0
5,2017,8289,1,28405,4,150,65.7,1.0
15,2018,28489,1,15744,4,150,20.9,5.0
13,2018,16489,1,40658,0,145,60.1,2.0
13,2017,12489,1,53628,0,145,54.3,2.0
6,2018,14789,1,10444,4,145,60.1,1.0
5,2010,3689,1,76648,4,145,49.6,1.4
6,2016,9388,2,32780,0,0,67.3,1.5
5,2019,12389,1,14948,4,145,65.7,1.0
5,2016,8000,1,28000,4,0,65.7,1.0
6,2018,14500,1,9000,4,145,50.4,1.5
5,2012,4650,1,52000,4,125,50.4,1.2
5,2017,8800,1,16000,4,150,54.3,1.2
5,2016,8000,1,40000,4,0,65.7,1.0
5,2017,8750,1,19000,4,125,54.3,1.2
1,2017,9989,1,28264,0,20,68.9,1.5
6,2019,13989,1,14413,4,145,58.9,1.0
13,2017,13489,1,29618,0,145,64.2,1.5
2,2019,14989,1,9171,4,145,53.3,1.0
5,2019,12489,1,11623,4,145,58.9,1.0
6,2015,7489,1,51864,0,20,67.3,1.6
6,2017,11689,1,14132,0,0,74.3,1.5
6,2019,24989,1,6760,4,150,34.5,2.3
6,2018,13289,1,13387,0,150,74.3,1.5
6,2019,15489,1,6889,4,145,60.1,1.0
6,2017,10689,1,15337,0,0,74.3,1.5
6,2018,12989,1,9884,4,145,60.1,1.0
5,2017,9489,1,34180,4,145,65.7,1.0
14,2015,9000,1,57547,0,145,46.3,2.0
5,2017,8900,1,25520,4,125,54.3,1.2
5,2013,6489,1,47157,4,30,54.3,1.2
0,2017,9989,1,27590,4,30,56.5,1.0
6,2018,11589,1,17997,4,145,60.1,1.0
13,2017,13989,1,10580,0,30,64.2,1.5
2,2017,9489,1,22798,4,145,52.3,1.0
6,2018,12189,1,10283,4,145,60.1,1.0
13,2017,16989,1,14422,4,160,45.6,1.5
13,2017,13189,1,23139,0,145,64.2,1.5
13,2017,16989,1,24293,0,145,54.3,2.0
5,2011,4489,1,67145,4,125,50.4,1.2
2,2019,16489,1,5529,4,145,51.4,1.0
18,2016,17489,1,17081,0,125,56.5,2.0
5,2018,9789,1,16577,4,145,65.7,1.0
5,2018,9289,1,16086,4,145,64.2,1.1
5,2018,9688,1,17157,4,145,65.7,1.0
5,2017,8889,1,10951,4,145,64.2,1.1
5,2018,9889,1,14085,4,145,65.7,1.0
13,2017,16000,1,28529,0,145,54.3,2.0
6,2017,13000,1,24484,0,145,70.6,0.0
6,2017,12000,1,18116,0,145,74.3,1.5
14,2017,13300,1,20301,0,145,78.5,1.5
2,2016,8800,1,27692,4,125,53.3,1.0
5,2014,8000,1,30226,0,0,76.4,1.5
13,2018,17500,0,26562,0,145,58.9,1.5
6,2018,11989,1,29086,0,145,74.3,1.5
5,2017,9489,1,29307,4,145,65.7,1.0
5,2017,8989,1,16939,4,0,65.7,1.0
12,2018,7989,1,25940,4,145,57.7,1.2
5,2017,9989,1,5561,4,0,65.7,1.0
5,2016,8489,1,25320,4,125,54.3,1.2
6,2018,13989,0,16064,4,145,51.4,1.0
5,2013,5989,1,54581,4,30,54.3,1.2
5,2017,10489,1,21518,4,145,62.8,1.0
6,2017,10289,1,20254,0,0,74.3,1.5
14,2015,10700,1,47610,0,30,56.5,2.0
13,2016,16000,0,30179,0,145,52.3,2.0
5,2018,9500,1,27461,4,145,64.2,1.1
5,2019,12700,1,11151,4,145,60.1,1.0
5,2017,9700,1,11186,4,0,65.7,1.0
13,2017,15000,1,32827,0,150,54.3,2.0
6,2019,18400,1,8230,0,145,74.3,1.5
5,2017,10000,1,27284,4,145,65.7,1.0
5,2017,10000,1,6311,4,0,65.7,1.0
11,2015,5200,1,28192,4,30,57.7,1.2
5,2016,8389,1,18017,4,125,54.3,1.2
5,2018,11188,1,23493,0,145,88.3,1.5
5,2017,9489,1,37566,4,0,65.7,1.0
2,2014,8689,1,30817,4,125,53.3,1.0
6,2018,10189,1,36347,4,145,60.1,1.0
5,2018,10989,1,13496,4,145,65.7,1.0
18,2017,14989,2,35680,0,145,52.3,2.0
6,2017,9989,1,16299,0,0,74.3,1.5
13,2018,14989,1,38284,4,145,45.6,1.5
5,2018,8788,1,33610,4,145,64.2,1.1
16,2020,18994,1,214,4,145,51.4,1.0
1,2014,7890,0,37822,0,160,50.4,2.0
18,2014,9990,1,19391,0,145,54.3,1.6
8,2018,18290,0,28425,0,145,52.3,2.0
8,2016,15799,0,14604,0,145,52.3,2.0
5,2018,9998,1,2332,4,145,55.4,1.1
13,2019,18499,0,8252,4,145,31.0,1.5
13,2019,17299,0,24277,0,145,37.2,2.0
13,2016,13890,1,5313,4,160,45.6,1.5
13,2017,14480,0,34308,0,145,54.3,2.0
5,2015,7299,1,42324,0,0,88.3,1.5
13,2017,13499,0,5607,4,145,38.2,1.5
6,2018,13445,1,19672,4,145,60.1,1.0
13,2016,12899,1,8918,0,145,54.3,2.0
18,2016,17899,0,25648,4,260,35.8,2.0
18,2017,18299,0,14401,0,145,51.4,2.0
13,2019,15899,1,6562,4,145,34.4,1.5
13,2017,16699,1,13374,0,150,60.1,2.0
2,2017,9199,1,18895,4,145,53.3,1.0
13,2019,16499,1,16000,0,145,45.6,1.5
11,2012,3499,1,65000,4,30,57.7,1.2
6,2013,5499,1,84000,0,20,67.3,1.6
13,2015,10199,1,44000,0,125,60.1,2.0
6,2015,6499,0,72000,4,165,44.8,1.6
5,2014,4799,1,74000,4,0,65.7,1.0
5,2009,3495,1,92836,4,145,49.6,1.4
5,2017,7995,1,18020,4,125,54.3,1.2
5,2016,8995,1,28105,4,0,65.7,1.0
0,2017,8495,1,16967,0,145,74.3,1.5
6,2019,13980,1,12632,4,145,60.1,1.0
6,2019,17990,0,3289,0,145,74.3,1.5
6,2018,14990,1,1850,4,145,60.1,1.0
6,2017,10899,0,13879,4,125,51.4,1.0
6,2018,13699,1,5342,4,150,58.9,1.0
6,2017,10280,1,12257,0,145,74.3,1.5
5,2018,12290,1,5093,4,145,58.9,1.0
5,2012,3690,1,95299,0,0,68.9,1.6
9,2017,7994,1,53296,0,30,64.2,1.5
9,2016,8689,1,32501,0,30,64.2,1.5
6,2013,6729,1,71098,0,20,67.3,1.6
9,2012,6650,1,58745,4,200,40.9,1.6
6,2013,4999,1,83772,0,0,76.4,1.6
6,2014,6295,1,66278,4,30,56.5,1.0
5,2018,15000,1,22006,4,145,40.3,1.5
14,2017,9999,1,60000,0,0,78.5,1.5
13,2016,10499,1,51000,0,30,64.2,1.5
5,2014,6499,1,52000,4,0,65.7,1.0
5,2016,7499,1,29000,4,125,54.3,1.2
1,2018,10995,1,10703,4,145,48.7,1.0
14,2017,13995,1,1900,4,145,48.7,1.5
11,2008,1294,1,59750,4,160,43.5,1.3
6,2013,6995,0,35850,4,165,44.1,1.6
9,2017,10290,1,24088,0,145,64.2,1.5
5,2016,8780,1,15695,4,0,65.7,1.0
8,2016,14999,1,36136,0,125,56.5,2.0
6,2017,12199,1,8600,4,145,57.7,1.0
5,2015,6199,1,40700,4,125,54.3,1.2
13,2014,9299,1,47678,0,145,47.9,2.0
5,2014,7599,1,26536,4,0,65.7,1.0
1,2017,13799,1,7365,4,145,55.4,1.0
5,2018,9499,1,10264,4,145,58.9,1.0
6,2018,12610,1,26052,4,145,57.7,1.0
5,2014,8879,0,12945,4,145,47.9,1.6
6,2015,10899,1,14929,0,0,74.3,1.5
6,2015,9000,1,33917,4,20,60.1,1.0
5,2016,10000,1,19934,4,0,65.7,1.0
5,2016,7900,1,40284,4,125,54.3,1.2
13,2019,18800,1,13476,4,145,35.3,1.5
13,2017,16800,1,8511,0,125,60.1,2.0
5,2017,9000,1,15809,4,150,65.7,1.0
13,2017,15700,1,14594,0,125,60.1,2.0
1,2017,10800,1,9392,4,165,44.1,1.6
0,2017,8675,1,9339,4,150,55.4,1.0
6,2015,9200,1,32000,4,20,60.1,1.0
5,2015,7489,1,51950,4,20,62.8,1.0
5,2018,15489,1,6355,4,145,62.8,1.0
2,2017,9989,1,27240,4,145,53.3,1.0
12,2017,8289,1,409,4,145,57.7,1.2
5,2018,10498,1,12229,4,145,58.9,1.0
11,2016,5990,1,17081,4,30,57.7,1.2
18,2016,14498,0,9966,0,145,52.3,2.0
5,2017,8990,1,33553,4,0,65.7,1.0
5,2018,9990,1,14440,4,145,65.7,1.0
8,2018,16475,1,8346,0,145,56.5,2.0
1,2013,3990,1,111810,0,30,62.8,1.6
6,2019,19300,0,1592,4,150,51.4,1.0
5,2017,11000,1,17025,0,145,78.5,1.5
13,2016,12000,1,40148,0,125,60.1,2.0
6,2014,7599,1,54672,0,20,67.3,1.6
5,2018,10999,1,18821,4,145,56.5,1.0
6,2018,12699,1,8839,4,145,57.7,1.0
13,2017,17000,0,9946,0,150,54.3,2.0
13,2018,18869,1,22218,0,145,54.3,2.0
5,2016,7999,1,18435,4,125,54.3,1.2
13,2015,11399,1,33567,0,125,60.1,2.0
0,2016,9611,1,13390,4,30,57.7,1.0
14,2016,8899,1,94689,0,30,62.8,2.0
18,2008,4695,1,72900,0,200,45.6,2.0
5,2015,7695,1,28200,4,30,54.3,1.2
5,2013,7995,0,27500,4,145,47.9,1.6
2,2017,11995,1,18000,4,145,52.3,1.0
14,2017,15800,0,30767,4,240,38.2,2.0
5,2017,8900,1,26118,4,150,54.3,1.2
1,2017,11000,1,5726,4,150,44.1,1.6
13,2013,10200,1,49766,0,20,60.1,2.0
6,2017,11000,1,12358,4,20,60.1,1.0
6,2017,12000,1,36851,0,150,74.3,1.5
5,2016,8999,1,14268,4,0,65.7,1.0
14,2015,9799,1,48484,0,30,65.7,2.0
5,2017,8499,1,12606,4,145,54.3,1.2
14,2018,12999,1,25659,0,145,47.1,2.0
5,2017,7499,1,32796,4,0,65.7,1.0
5,2018,7899,1,30390,4,145,64.2,1.1
5,2018,9899,1,22115,0,145,85.6,1.5
11,2014,4199,1,57533,4,30,57.7,1.2
11,2014,4399,1,49393,4,30,57.7,1.2
2,2017,9199,1,29778,4,125,52.3,1.0
13,2015,10999,1,47528,0,145,54.3,2.0
13,2015,12399,1,24199,0,125,60.1,2.0
13,2014,11899,1,33271,0,160,47.9,2.0
13,2015,14699,0,18537,4,235,38.2,1.5
6,2015,8599,1,26664,0,0,74.3,1.5
6,2016,9299,1,26805,0,0,74.3,1.5
6,2015,9199,1,45045,0,0,74.3,1.5
13,2016,13595,0,44595,0,145,52.3,2.0
13,2016,14499,0,29386,4,235,38.2,1.5
13,2014,9999,1,40424,0,145,53.3,2.0
5,2013,5750,1,45761,4,30,54.3,1.2
5,2015,6995,1,41198,4,0,65.7,1.0
6,2016,8450,1,23854,0,0,74.3,1.5
6,2017,12452,1,18729,4,145,50.4,1.5
6,2016,7999,1,66442,0,0,74.3,1.5
14,2016,11739,1,40230,0,30,64.2,2.0
1,2016,10587,0,15370,0,20,64.2,1.5
14,2016,7499,1,85989,0,0,78.5,1.5
9,2016,11999,0,8656,0,30,58.9,1.5
6,2015,9999,1,13946,0,0,74.3,1.5
6,2018,12399,1,15420,4,145,57.7,1.0
6,2015,7099,1,74176,0,0,74.3,1.5
5,2015,7599,1,24329,0,0,78.5,1.5
6,2011,9199,1,47304,4,325,30.4,2.5
5,2016,8299,1,13788,4,125,54.3,1.2
13,2019,16499,1,11266,0,145,38.2,2.0
13,2019,16499,1,16258,0,145,38.2,2.0
5,2016,7250,1,39482,0,0,78.5,1.5
5,2016,8999,1,21975,4,0,65.7,1.0
6,2016,9850,1,20764,0,0,74.3,1.5
13,2014,10499,1,48480,0,145,54.3,2.0
6,2017,11850,1,18466,0,145,74.3,1.5
5,2014,5699,1,43288,0,0,85.6,1.6
6,2015,7468,1,66825,0,0,74.3,1.5
5,2015,6750,1,11900,4,125,54.3,1.2
5,2016,7560,1,46924,0,0,88.3,1.5
2,2018,14105,1,13953,4,145,54.3,1.0
6,2016,9699,1,42330,0,0,74.3,1.5
6,2016,7299,1,88993,0,0,74.3,1.5
6,2014,8175,1,36008,0,20,67.3,1.6
6,2017,10499,1,29396,0,0,74.3,1.5
6,2012,9799,1,54750,4,235,39.2,2.0
5,2014,7299,1,57982,4,0,65.7,1.0
9,2017,10999,0,18415,0,30,58.9,1.5
5,2013,6699,1,33542,4,0,65.7,1.0
5,2015,9599,0,27438,4,0,57.7,1.0
6,2017,10499,1,19530,4,145,61.4,1.0
5,2018,13946,0,13724,4,145,49.6,1.0
6,2017,15395,1,26908,0,145,67.3,2.0
8,2017,17334,0,39824,0,145,52.3,2.0
14,2018,14399,0,28397,0,145,45.6,2.0
6,2018,13231,1,11856,4,145,57.7,1.0
5,2015,7899,1,30125,4,0,65.7,1.0
5,2013,4599,1,73611,0,0,76.4,1.5
6,2014,7495,1,29352,0,20,67.3,1.6
9,2014,9195,0,43391,0,160,48.7,2.0
14,2015,8494,1,76215,0,0,78.5,1.5
6,2017,11595,1,25392,4,145,60.1,1.0
6,2014,7983,0,29390,4,160,44.8,1.6
13,2013,10499,1,23807,0,145,53.3,2.0
6,2016,9920,1,34894,4,20,60.1,1.0
5,2016,8277,1,18543,4,125,54.3,1.2
6,2018,17182,1,15672,4,145,41.5,2.0
9,2018,13999,1,12135,4,145,47.1,1.0
5,2014,6614,1,28694,4,30,54.3,1.2
18,2016,15857,1,29118,0,125,56.5,2.0
6,2016,9099,0,39191,0,20,67.3,1.5
5,2014,4995,1,82809,0,0,76.4,1.5
5,2018,10999,1,28337,4,145,65.7,1.0
1,2016,8530,0,37212,0,20,64.2,1.5
13,2019,16499,1,16151,0,145,38.2,2.0
18,2016,16450,0,29156,0,145,52.3,2.0
13,2019,16499,1,13500,0,145,38.2,2.0
5,2017,8999,1,26740,0,145,85.6,1.5
6,2017,12295,1,13849,0,145,74.3,1.5
8,2017,17999,1,33115,0,125,56.5,2.0
1,2016,10750,1,15101,4,30,55.4,1.0
14,2018,13699,0,47320,0,145,45.6,2.0
14,2018,13999,0,33643,0,145,45.6,2.0
6,2017,11850,1,15013,0,145,74.3,1.5
9,2016,10750,1,25929,0,30,64.2,1.5
6,2016,15799,1,19750,4,200,41.5,2.0
5,2015,8750,1,15548,4,0,65.7,1.0
6,2017,12612,1,8974,4,145,57.7,1.0
5,2017,7699,1,27426,4,0,65.7,1.0
13,2016,14299,0,24368,0,145,52.3,2.0
5,2016,8399,1,15382,4,0,65.7,1.0
5,2016,10199,1,18010,4,0,65.7,1.0
5,2016,7499,1,27243,4,125,54.3,1.2
13,2016,11599,1,27004,0,125,60.1,2.0
6,2015,8999,1,20300,4,20,58.9,1.0
