person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22.0,1,0,58878.0,0,3,5000.0,0,11.02,0.08,3.0,629,0,0
25.0,1,3,88857.0,0,3,14000.0,4,13.03,0.16,3.0,657,0,0
21.0,1,1,51622.0,1,3,7000.0,1,15.02,0.14,4.0,553,1,0
27.0,1,3,55082.0,5,0,15000.0,5,14.98,0.27,7.0,560,0,0
26.0,0,1,45214.0,6,3,9000.0,3,9.61,0.2,4.0,679,0,0
23.0,1,1,36714.0,0,3,4093.0,1,14.2,0.11,4.0,513,1,0
24.0,0,4,48818.0,2,3,11000.0,4,10.98,0.23,4.0,667,1,0
26.0,1,1,34484.0,3,3,5187.0,3,12.03,0.15,4.0,698,0,0
29.0,1,1,51402.0,3,3,9018.0,4,12.7,0.18,5.0,533,0,0
24.0,1,1,82358.0,0,0,4000.0,1,10.58,0.05,5.0,647,1,0
22.0,1,3,73184.0,0,0,17500.0,0,7.88,0.24,3.0,522,1,0
23.0,1,3,49137.0,0,3,10000.0,1,11.01,0.2,2.0,504,1,0
25.0,0,1,58841.0,1,3,6000.0,1,10.74,0.1,4.0,671,0,0
31.0,0,1,75238.0,5,3,9024.0,3,11.6,0.12,9.0,621,1,0
26.0,1,4,144794.0,4,0,10000.0,2,12.12,0.07,3.0,549,0,0
32.0,0,0,75405.0,9,3,3000.0,4,7.7,0.04,9.0,655,1,0
32.0,1,1,64861.0,5,0,1393.0,5,11.07,0.02,6.0,711,1,0
26.0,1,1,44547.0,1,0,12000.0,5,11.07,0.27,5.0,592,1,0
31.0,1,0,145017.0,8,0,7188.0,0,9.85,0.05,9.0,552,1,0
24.0,1,1,145147.0,0,0,6000.0,5,12.98,0.04,4.0,611,1,0
22.0,1,3,31011.0,2,3,2993.0,1,11.84,0.1,3.0,630,1,0
27.0,1,1,90874.0,7,0,7200.0,0,10.56,0.08,6.0,688,1,0
23.0,0,3,97084.0,0,3,12000.0,1,12.09,0.12,5.0,632,1,0
24.0,0,3,60720.0,2,3,5000.0,0,10.77,0.08,3.0,654,0,0
34.0,1,0,576590.0,9,0,14929.0,0,14.59,0.03,9.0,651,0,0
27.0,1,4,61514.0,1,3,1500.0,0,12.21,0.02,5.0,697,1,0
25.0,0,1,175032.0,0,0,7019.0,2,10.94,0.04,3.0,565,0,0
52.0,0,4,55922.0,31,3,4928.0,1,11.55,0.09,28.0,628,1,0
28.0,1,3,30779.0,3,3,4011.0,4,11.07,0.13,9.0,690,1,0
34.0,1,2,180949.0,9,0,10000.0,3,12.61,0.06,10.0,684,1,0
25.0,0,0,72688.0,3,0,18500.0,1,13.8,0.25,2.0,619,1,0
34.0,1,1,47312.0,14,0,8000.0,1,10.92,0.17,9.0,705,1,0
23.0,0,4,70798.0,1,0,4000.0,3,8.0,0.06,3.0,656,1,0
45.0,0,3,43611.0,24,3,10000.0,3,10.25,0.23,15.0,646,1,0
30.0,0,3,72930.0,7,3,12000.0,4,11.43,0.16,10.0,647,1,0
41.0,1,3,129398.0,18,3,3754.0,5,12.88,0.03,12.0,669,0,0
24.0,0,3,90954.0,0,0,12000.0,2,6.67,0.13,4.0,632,0,0
27.0,1,1,54272.0,3,2,20000.0,5,10.21,0.37,7.0,571,1,0
24.0,1,4,61011.0,2,3,7000.0,5,11.35,0.11,3.0,706,0,0
26.0,0,0,33331.0,0,3,2576.0,1,12.89,0.08,5.0,699,0,0
25.0,0,0,193155.0,3,3,20000.0,4,14.47,0.1,2.0,685,0,0
23.0,1,3,79867.0,1,0,16800.0,4,13.05,0.21,2.0,618,0,0
22.0,0,3,52688.0,0,3,6000.0,5,7.62,0.11,4.0,491,1,0
25.0,1,1,68057.0,4,0,8000.0,1,7.66,0.12,4.0,669,1,0
25.0,0,4,45572.0,1,3,6738.0,4,9.13,0.15,5.0,697,1,0
23.0,1,1,69057.0,0,0,11406.0,3,10.3,0.17,4.0,559,1,0
25.0,0,1,47918.0,5,3,9153.0,3,10.22,0.19,5.0,650,1,0
25.0,1,1,83581.0,0,0,4200.0,2,8.84,0.05,4.0,682,1,0
24.0,1,3,121202.0,2,0,12993.0,1,11.26,0.11,4.0,657,0,0
22.0,1,1,34506.0,2,3,4000.0,5,12.87,0.12,3.0,625,1,0
28.0,0,0,94732.0,7,0,13000.0,1,11.01,0.14,9.0,632,0,0
28.0,1,4,43549.0,9,3,10000.0,3,10.56,0.23,9.0,624,1,0
27.0,1,4,84873.0,7,3,7059.0,2,12.97,0.08,3.0,706,1,0
30.0,1,0,85141.0,7,3,13053.0,1,8.65,0.15,8.0,575,1,0
25.0,1,0,48678.0,4,0,5000.0,3,12.61,0.1,4.0,656,0,0
26.0,0,1,39316.0,6,3,5000.0,3,6.99,0.13,2.0,657,1,0
27.0,1,1,70558.0,3,2,6500.0,3,13.95,0.09,8.0,682,1,0
23.0,0,0,121118.0,3,0,25000.0,5,11.59,0.21,4.0,662,1,0
26.0,1,3,48773.0,0,0,3500.0,5,8.6,0.07,7.0,554,0,0
31.0,1,3,129359.0,5,0,12000.0,1,13.65,0.09,10.0,583,1,0
22.0,0,4,49146.0,0,3,6000.0,0,12.25,0.12,4.0,717,0,0
37.0,0,3,21491.0,16,3,1000.0,5,15.83,0.05,12.0,586,1,0
36.0,1,3,64453.0,12,3,12000.0,0,11.22,0.19,7.0,584,1,0
37.0,0,0,44438.0,15,0,4800.0,5,10.57,0.11,14.0,675,1,0
29.0,1,1,175767.0,7,0,2271.0,3,9.96,0.01,6.0,583,1,0
23.0,1,0,54964.0,0,3,4800.0,4,13.34,0.09,4.0,529,0,0
30.0,1,1,146301.0,10,0,25361.0,2,16.0,0.17,9.0,580,1,0
32.0,0,3,116381.0,12,0,20000.0,5,12.74,0.17,9.0,626,1,0
26.0,0,1,44421.0,7,0,5400.0,3,8.07,0.12,4.0,640,1,0
28.0,0,0,81726.0,2,3,7500.0,1,9.8,0.09,7.0,638,0,0
25.0,1,3,73272.0,0,3,8400.0,5,12.71,0.11,3.0,647,1,0
24.0,1,3,47771.0,0,2,1500.0,5,15.62,0.03,3.0,610,1,0
25.0,1,4,49320.0,0,0,4673.0,3,11.67,0.09,3.0,635,0,0
44.0,0,1,403758.0,16,2,10856.0,5,11.74,0.03,14.0,635,1,0
26.0,1,1,133139.0,0,0,25000.0,4,11.37,0.19,4.0,638,0,0
25.0,0,3,72873.0,4,0,10000.0,1,11.97,0.14,4.0,595,1,0
31.0,1,0,180756.0,11,0,24353.0,4,10.98,0.13,9.0,666,1,0
29.0,1,0,39772.0,4,0,3000.0,5,10.09,0.08,7.0,620,1,0
40.0,1,1,121075.0,15,0,2426.0,0,9.99,0.02,16.0,670,1,0
34.0,0,1,156799.0,7,0,7000.0,5,12.7,0.04,5.0,644,0,0
33.0,1,1,42533.0,9,0,10000.0,3,9.64,0.24,7.0,711,1,0
22.0,1,0,92665.0,0,0,15000.0,4,10.99,0.16,4.0,594,1,0
28.0,0,1,151074.0,8,3,10996.0,4,11.91,0.07,5.0,593,0,0
28.0,0,1,47791.0,2,0,2989.0,3,8.02,0.06,7.0,582,1,0
29.0,1,0,73877.0,6,3,12000.0,5,6.38,0.16,8.0,654,1,0
26.0,1,1,123605.0,1,0,15000.0,2,13.7,0.12,6.0,614,0,0
34.0,1,4,48991.0,10,3,12000.0,3,10.78,0.24,8.0,676,0,0
28.0,1,4,152376.0,5,0,7563.0,2,13.07,0.05,4.0,639,0,0
38.0,0,1,71076.0,15,3,5000.0,0,8.21,0.07,10.0,683,0,0
45.0,1,0,63415.0,22,3,6000.0,1,9.12,0.09,12.0,650,0,0
22.0,1,4,29761.0,0,3,1500.0,1,11.33,0.05,3.0,669,0,0
30.0,1,3,64543.0,10,0,6419.0,1,12.02,0.1,10.0,624,1,0
37.0,1,3,89895.0,13,0,7166.0,3,6.62,0.08,11.0,621,1,0
24.0,0,0,30912.0,2,3,3248.0,3,13.75,0.11,4.0,606,0,0
29.0,0,1,48477.0,7,0,3000.0,4,8.06,0.06,7.0,733,0,0
30.0,0,3,117620.0,6,0,4989.0,4,13.35,0.04,9.0,610,1,0
27.0,0,4,96719.0,3,0,15000.0,1,11.98,0.16,5.0,570,0,0
27.0,1,1,132879.0,4,0,25000.0,4,11.19,0.19,3.0,685,1,0
22.0,1,4,92061.0,0,3,6924.0,1,11.3,0.08,2.0,697,1,0
29.0,0,3,84755.0,4,3,10000.0,2,13.0,0.12,9.0,689,0,0
23.0,1,1,192961.0,1,0,35000.0,5,13.18,0.18,2.0,657,1,0
32.0,0,4,54875.0,8,3,3000.0,3,11.67,0.05,9.0,701,0,0
26.0,1,1,67234.0,4,3,10000.0,5,12.54,0.15,3.0,646,1,0
25.0,1,0,85277.0,3,3,12000.0,5,9.88,0.14,3.0,623,0,0
24.0,0,3,43950.0,2,0,4800.0,5,13.61,0.11,3.0,649,1,0
36.0,0,1,1097671.0,16,0,4824.0,4,10.71,0.0,11.0,669,1,0
24.0,1,3,78933.0,5,0,6246.0,4,6.95,0.08,2.0,628,1,0
24.0,1,1,67232.0,0,0,8000.0,5,6.98,0.12,4.0,650,1,0
28.0,0,1,272305.0,5,0,31131.0,2,9.73,0.11,6.0,657,0,0
29.0,0,0,114863.0,5,0,5000.0,4,6.53,0.04,4.0,681,0,0
49.0,0,0,66956.0,28,0,5000.0,1,12.38,0.07,14.0,724,1,0
32.0,1,1,73378.0,12,0,2500.0,1,13.4,0.03,6.0,725,1,0
29.0,0,3,102806.0,9,3,10000.0,2,7.88,0.1,9.0,697,1,0
26.0,0,4,156968.0,1,0,30000.0,5,10.94,0.19,5.0,618,1,0
48.0,1,0,145056.0,25,3,12000.0,3,10.99,0.08,12.0,698,1,0
23.0,1,0,43003.0,0,3,6000.0,1,10.83,0.14,4.0,638,1,0
26.0,0,1,58538.0,4,3,7000.0,1,10.61,0.12,2.0,643,1,0
22.0,0,0,97302.0,0,0,5000.0,5,13.15,0.05,2.0,611,1,0
30.0,1,0,266018.0,8,0,2577.0,0,7.96,0.01,6.0,566,1,0
25.0,1,1,56180.0,2,0,3852.0,4,11.01,0.07,3.0,590,1,0
26.0,1,0,84778.0,3,0,5012.0,0,10.17,0.06,4.0,588,1,0
24.0,1,3,48957.0,2,3,3600.0,3,10.1,0.07,4.0,632,1,0
27.0,0,3,109180.0,6,0,8000.0,1,8.13,0.07,5.0,678,1,0
30.0,1,4,55792.0,8,0,18000.0,3,7.66,0.32,9.0,587,1,0
32.0,1,4,102901.0,10,0,20000.0,5,8.98,0.19,5.0,745,0,0
28.0,1,1,37104.0,2,0,12000.0,1,10.16,0.32,4.0,583,1,0
28.0,1,3,122267.0,5,0,15000.0,2,9.33,0.12,9.0,523,1,0
30.0,1,3,130609.0,6,0,7134.0,4,9.0,0.05,6.0,622,0,0
25.0,1,1,37052.0,3,3,3000.0,3,11.51,0.08,4.0,701,1,0
23.0,0,0,67031.0,1,0,8000.0,1,7.49,0.12,3.0,660,0,0
33.0,1,0,78921.0,11,0,12000.0,4,7.54,0.15,7.0,585,1,0
38.0,0,3,55775.0,13,0,10000.0,5,14.8,0.18,16.0,541,1,0
36.0,0,3,77447.0,14,0,8000.0,2,7.05,0.1,6.0,695,1,0
35.0,0,4,66898.0,13,0,1448.0,1,10.73,0.02,5.0,680,1,0
23.0,1,1,37157.0,3,3,4200.0,5,10.2,0.11,4.0,555,1,0
23.0,1,4,55223.0,0,0,5000.0,5,7.38,0.09,4.0,646,0,0
27.0,1,1,58479.0,4,0,12000.0,3,11.67,0.21,4.0,694,1,0
32.0,0,4,91345.0,9,0,5600.0,4,15.96,0.06,9.0,708,0,0
28.0,0,1,75855.0,4,3,12000.0,5,11.56,0.16,6.0,677,1,0
24.0,0,3,73110.0,0,0,4000.0,1,7.72,0.05,3.0,617,1,0
27.0,0,3,32499.0,3,3,7052.0,3,8.84,0.22,7.0,628,1,0
29.0,0,1,75128.0,6,0,10000.0,1,12.69,0.13,4.0,682,0,0
24.0,1,3,52104.0,0,2,2029.0,1,6.22,0.04,3.0,606,1,0
30.0,1,0,79074.0,6,0,23839.0,1,17.15,0.3,8.0,685,1,0
25.0,1,4,18339.0,1,3,2000.0,5,10.55,0.11,4.0,690,1,0
40.0,0,3,106514.0,19,0,8000.0,3,9.37,0.08,11.0,640,0,0
36.0,0,1,35851.0,11,3,3479.0,5,10.54,0.1,11.0,631,1,0
34.0,1,3,31169.0,9,3,3730.0,0,12.45,0.12,7.0,597,1,0
28.0,0,4,47102.0,5,3,3568.0,0,12.79,0.08,7.0,594,1,0
22.0,1,3,66548.0,4,3,2500.0,4,11.3,0.04,4.0,638,1,0
22.0,0,0,42454.0,0,3,3000.0,1,13.71,0.07,3.0,570,1,0
24.0,0,3,54941.0,0,0,4650.0,0,10.0,0.08,2.0,588,1,0
35.0,0,1,35560.0,11,3,1178.0,3,11.89,0.03,11.0,657,1,0
34.0,1,0,63558.0,12,3,15000.0,5,11.56,0.24,12.0,686,1,0
23.0,0,1,51167.0,3,0,12000.0,4,13.83,0.23,3.0,659,0,0
30.0,0,3,216348.0,7,0,7882.0,4,12.73,0.04,10.0,619,1,0
23.0,0,1,73146.0,0,3,2062.0,1,13.29,0.03,3.0,661,1,0
23.0,0,3,71632.0,0,3,11000.0,4,10.61,0.15,4.0,560,1,0
29.0,1,0,111336.0,6,0,15000.0,0,7.86,0.13,10.0,654,1,0
29.0,1,0,60928.0,4,0,21856.0,3,12.23,0.36,10.0,705,0,0
34.0,0,1,64077.0,9,3,2315.0,4,7.22,0.04,12.0,609,0,0
25.0,1,1,75297.0,0,0,6510.0,3,9.93,0.09,4.0,587,1,0
26.0,0,1,43914.0,3,0,7500.0,1,11.67,0.17,4.0,643,1,0
33.0,0,0,100995.0,12,0,13137.0,4,8.61,0.13,9.0,668,1,0
27.0,0,1,61498.0,3,0,11000.0,5,9.56,0.18,5.0,646,1,0
25.0,0,3,91885.0,4,0,14479.0,3,10.64,0.16,4.0,627,1,0
26.0,1,3,78953.0,0,0,15000.0,1,11.47,0.19,5.0,577,0,0
30.0,1,4,88822.0,5,0,10807.0,4,9.01,0.12,6.0,559,1,0
41.0,0,1,90988.0,18,3,12000.0,1,7.7,0.13,14.0,668,0,0
25.0,0,4,53752.0,1,3,10000.0,4,8.89,0.19,2.0,630,0,0
25.0,1,1,60676.0,0,0,8300.0,2,9.56,0.14,5.0,540,1,0
29.0,0,0,107977.0,7,2,8000.0,5,12.84,0.07,5.0,683,1,0
31.0,1,1,122260.0,8,0,5000.0,2,8.47,0.04,5.0,608,0,0
25.0,0,0,75505.0,0,0,3621.0,5,7.17,0.05,4.0,660,1,0
27.0,1,1,60998.0,6,3,8399.0,2,14.68,0.14,4.0,579,1,0
32.0,1,0,151155.0,9,0,8000.0,3,8.79,0.05,10.0,639,0,0
22.0,1,4,66109.0,0,3,3500.0,2,6.39,0.05,3.0,649,1,0
24.0,1,1,44544.0,0,0,6400.0,1,11.46,0.14,4.0,602,1,0
24.0,1,1,70581.0,2,3,1467.0,0,8.75,0.02,4.0,487,1,0
31.0,1,0,29803.0,4,3,2500.0,3,7.62,0.08,6.0,682,0,0
27.0,0,1,152216.0,3,0,8000.0,4,11.63,0.05,5.0,603,1,0
26.0,1,4,75365.0,3,0,17000.0,1,6.8,0.23,5.0,654,1,0
24.0,0,3,36745.0,1,2,10000.0,1,12.45,0.27,3.0,638,1,0
28.0,0,0,120795.0,8,0,20000.0,1,8.93,0.17,6.0,715,1,0
29.0,1,1,97141.0,7,0,22325.0,5,10.98,0.23,9.0,723,0,0
28.0,1,4,103133.0,6,0,4444.0,4,7.02,0.04,5.0,670,0,0
21.0,0,0,34474.0,3,3,4000.0,3,11.74,0.12,3.0,623,0,0
37.0,0,3,65698.0,14,0,8000.0,3,11.01,0.12,15.0,599,1,0
26.0,0,1,60939.0,6,0,11414.0,4,7.79,0.19,4.0,582,1,0
31.0,0,0,54601.0,9,0,7500.0,0,8.0,0.14,9.0,631,0,0
23.0,0,3,73048.0,0,3,7500.0,4,9.85,0.1,4.0,504,1,0
32.0,1,1,47097.0,13,0,10000.0,5,10.25,0.21,8.0,650,1,0
25.0,1,1,181146.0,2,0,25000.0,0,10.75,0.14,2.0,671,0,0
27.0,0,1,91583.0,4,0,18044.0,3,10.12,0.2,7.0,599,1,0
23.0,1,0,79222.0,0,0,12000.0,1,10.96,0.15,3.0,555,1,0
30.0,1,4,37062.0,6,3,8000.0,4,12.99,0.22,9.0,666,1,0
31.0,0,0,40324.0,7,0,3000.0,3,11.05,0.07,5.0,671,1,0
25.0,0,1,115039.0,3,0,6545.0,1,8.05,0.06,3.0,626,1,0
31.0,1,3,66823.0,8,0,4015.0,4,11.0,0.06,7.0,530,1,0
23.0,1,1,58732.0,0,0,7748.0,2,7.88,0.13,3.0,636,1,0
32.0,0,0,73213.0,10,3,10000.0,5,7.06,0.14,9.0,611,0,0
24.0,0,0,48829.0,3,3,10000.0,0,11.55,0.2,3.0,653,0,0
33.0,1,3,39914.0,12,0,6537.0,3,11.83,0.16,8.0,653,0,0
28.0,1,1,49280.0,4,0,10000.0,0,10.26,0.2,6.0,640,0,0
31.0,1,0,115023.0,9,3,2500.0,0,13.72,0.02,7.0,638,1,0
26.0,1,0,67115.0,0,3,6000.0,0,7.11,0.09,4.0,518,1,0
27.0,0,0,38896.0,0,3,6000.0,1,11.09,0.15,6.0,670,0,0
26.0,0,1,132310.0,7,0,20000.0,5,17.02,0.15,2.0,587,1,0
23.0,0,0,26791.0,1,3,5430.0,1,11.61,0.2,4.0,642,1,0
22.0,1,1,54238.0,0,3,12800.0,3,12.73,0.24,3.0,604,0,0
25.0,1,0,37005.0,5,0,3000.0,0,6.12,0.08,5.0,480,1,0
28.0,1,3,136395.0,6,0,18937.0,5,15.23,0.14,10.0,622,1,0
26.0,0,3,125983.0,1,0,19678.0,5,10.83,0.16,3.0,548,1,0
23.0,1,4,103203.0,0,0,4000.0,1,6.34,0.04,4.0,612,0,0
29.0,1,0,87021.0,3,3,4000.0,2,14.73,0.05,6.0,573,1,0
25.0,0,4,107949.0,0,3,1657.0,4,12.06,0.02,4.0,696,1,0
47.0,1,0,1661567.0,22,0,6545.0,3,7.65,0.0,17.0,622,1,0
34.0,0,1,67128.0,11,3,12000.0,0,13.0,0.18,8.0,692,0,0
22.0,1,3,37220.0,0,0,6600.0,4,14.42,0.18,4.0,645,1,0
23.0,0,3,30032.0,0,2,6000.0,3,12.67,0.2,4.0,668,0,0
28.0,1,0,60788.0,7,3,7200.0,0,11.15,0.12,7.0,702,1,0
43.0,1,1,66920.0,20,3,5000.0,4,8.15,0.07,11.0,658,0,0
24.0,0,3,39756.0,0,0,6000.0,4,10.67,0.15,5.0,571,1,0
29.0,0,1,47231.0,7,3,2200.0,5,12.92,0.05,8.0,649,1,0
28.0,0,0,277100.0,6,0,9128.0,0,9.92,0.03,5.0,678,0,0
27.0,1,1,45355.0,3,3,9000.0,3,10.68,0.2,6.0,627,1,0
22.0,0,1,62080.0,0,3,7500.0,4,13.22,0.12,3.0,636,0,0
24.0,0,1,78962.0,3,0,10000.0,1,7.55,0.13,3.0,621,1,0
22.0,0,4,41311.0,3,0,3000.0,3,11.98,0.07,5.0,659,0,0
23.0,1,1,26203.0,0,3,4751.0,5,10.95,0.18,3.0,698,1,0
42.0,0,4,193109.0,19,2,24000.0,5,7.3,0.12,17.0,721,1,0
26.0,0,3,108942.0,7,0,11054.0,4,10.53,0.1,4.0,628,0,0
26.0,1,1,75372.0,4,0,12000.0,5,5.56,0.16,2.0,558,1,0
42.0,0,0,57358.0,15,3,2800.0,4,9.72,0.05,10.0,557,1,0
24.0,1,3,61057.0,5,0,12571.0,0,10.58,0.21,4.0,585,1,0
24.0,1,4,111803.0,0,3,12000.0,0,7.51,0.11,4.0,620,1,0
32.0,0,0,30964.0,9,3,3000.0,0,9.71,0.1,9.0,699,0,0
25.0,0,1,101923.0,2,0,4303.0,4,10.25,0.04,4.0,637,1,0
46.0,1,3,73014.0,23,0,5000.0,1,11.75,0.07,14.0,520,1,0
34.0,1,3,205136.0,14,0,33571.0,4,10.37,0.16,9.0,663,0,0
27.0,0,0,84816.0,4,3,13000.0,1,12.06,0.15,7.0,552,1,0
27.0,1,4,31184.0,5,2,8000.0,1,9.52,0.26,6.0,675,1,0
23.0,0,0,52320.0,0,3,5000.0,3,8.21,0.1,2.0,666,0,0
25.0,0,4,51653.0,3,0,8000.0,4,11.05,0.15,2.0,616,0,0
25.0,1,1,70588.0,3,3,10000.0,1,13.24,0.14,4.0,614,1,0
24.0,0,0,97291.0,3,0,15000.0,2,12.48,0.15,3.0,607,1,0
24.0,0,0,84520.0,1,0,5000.0,4,10.31,0.06,3.0,697,1,0
34.0,1,4,72868.0,8,0,2000.0,2,7.6,0.03,7.0,666,0,0
25.0,0,3,53032.0,4,3,3000.0,1,6.15,0.06,5.0,655,0,0
25.0,1,0,45117.0,2,0,10000.0,5,11.52,0.22,5.0,611,1,0
25.0,0,4,46413.0,3,3,7000.0,1,10.09,0.15,5.0,581,1,0
26.0,1,3,87069.0,1,0,9000.0,2,9.39,0.1,5.0,644,0,0
32.0,0,4,48923.0,5,3,9600.0,5,12.52,0.2,6.0,689,0,0
36.0,0,3,60875.0,9,3,3000.0,1,10.19,0.05,11.0,645,0,0
25.0,0,3,73208.0,2,0,8000.0,0,5.79,0.11,2.0,569,1,0
28.0,0,1,105267.0,8,0,6428.0,5,10.57,0.06,6.0,638,1,0
46.0,1,3,81395.0,27,0,24028.0,1,11.1,0.3,12.0,617,1,0
25.0,1,3,72989.0,6,3,12740.0,0,10.76,0.17,7.0,646,1,0
31.0,1,0,124411.0,6,0,6092.0,3,10.86,0.05,7.0,676,0,0
23.0,0,1,75532.0,2,0,5930.0,0,6.67,0.08,2.0,656,0,0
22.0,0,1,49080.0,0,3,1200.0,5,15.34,0.02,5.0,662,1,0
32.0,0,1,56239.0,11,3,8000.0,0,8.03,0.14,13.0,695,1,0
24.0,1,1,54519.0,1,0,6500.0,0,11.38,0.12,3.0,655,0,0
27.0,1,0,40626.0,3,0,4419.0,1,8.57,0.11,5.0,578,1,0
22.0,1,0,50385.0,0,3,7000.0,1,5.92,0.14,4.0,644,1,0
24.0,1,4,181096.0,0,0,8000.0,1,8.75,0.04,4.0,584,1,0
24.0,1,1,130152.0,0,0,11433.0,1,10.17,0.09,4.0,624,0,0
33.0,0,3,43018.0,12,3,10000.0,5,11.66,0.23,10.0,633,1,0
28.0,0,3,48883.0,0,3,1719.0,3,11.31,0.04,8.0,613,1,0
27.0,1,0,34273.0,2,3,2411.0,3,5.48,0.07,7.0,684,0,0
22.0,1,4,44330.0,0,3,10000.0,1,9.99,0.23,3.0,656,1,0
23.0,1,0,45477.0,0,3,5000.0,5,9.98,0.11,4.0,618,1,0
26.0,0,1,89254.0,1,0,10000.0,1,6.7,0.11,4.0,634,1,0
24.0,1,1,90076.0,1,3,11965.0,3,12.47,0.13,5.0,678,0,0
32.0,1,4,144925.0,7,0,8000.0,1,7.78,0.06,7.0,525,1,0
39.0,0,3,43169.0,18,3,8000.0,1,13.22,0.19,15.0,600,1,0
25.0,1,0,127877.0,0,0,4681.0,2,8.38,0.04,3.0,667,1,0
31.0,0,4,91455.0,8,3,14000.0,3,11.99,0.15,6.0,588,1,0
23.0,1,4,102911.0,0,3,12000.0,5,13.11,0.12,4.0,630,1,0
22.0,0,3,53940.0,0,3,11906.0,3,13.34,0.22,3.0,615,1,0
24.0,0,3,79016.0,0,0,5398.0,1,8.87,0.07,4.0,656,0,0
36.0,1,3,74986.0,11,0,20000.0,1,11.8,0.27,11.0,587,0,0
36.0,1,1,84973.0,14,3,10000.0,2,14.15,0.12,11.0,646,1,0
23.0,1,1,60739.0,0,3,14000.0,5,15.56,0.23,4.0,585,1,0
25.0,0,1,45038.0,0,3,9172.0,3,14.69,0.2,5.0,596,0,0
28.0,1,4,158663.0,4,0,10095.0,2,10.77,0.06,5.0,570,0,0
26.0,0,3,92321.0,0,3,5288.0,0,8.3,0.06,3.0,644,1,0
25.0,1,1,43056.0,3,3,7200.0,3,10.29,0.17,4.0,683,1,0
28.0,1,1,356880.0,5,0,15443.0,5,9.71,0.04,7.0,645,1,0
27.0,0,0,76571.0,0,3,18000.0,1,10.39,0.24,8.0,610,1,0
23.0,1,1,107510.0,1,0,24000.0,4,7.02,0.22,3.0,660,0,0
30.0,1,0,61073.0,8,3,10000.0,0,11.04,0.16,6.0,649,1,0
25.0,0,3,133313.0,2,0,6405.0,1,13.51,0.05,3.0,615,0,0
24.0,1,0,86886.0,1,3,3000.0,2,7.43,0.03,2.0,628,1,0
24.0,1,3,37290.0,1,3,5000.0,4,10.6,0.13,3.0,604,1,0
27.0,1,0,97477.0,5,2,2633.0,4,10.73,0.03,6.0,592,1,0
39.0,0,0,121217.0,16,0,12000.0,3,11.01,0.1,14.0,579,1,0
24.0,1,3,51408.0,0,3,6000.0,5,11.62,0.12,2.0,664,0,0
23.0,0,1,86265.0,0,3,3158.0,5,13.65,0.04,4.0,623,1,0
28.0,1,1,96918.0,5,0,24000.0,0,9.96,0.25,6.0,614,1,0
23.0,0,1,96845.0,2,0,2000.0,3,10.33,0.02,4.0,646,1,0
28.0,0,4,108852.0,7,0,21000.0,5,10.61,0.19,7.0,623,1,0
25.0,0,4,123310.0,3,0,13913.0,0,8.34,0.11,3.0,648,0,0
26.0,1,1,60731.0,1,0,17159.0,5,8.54,0.28,4.0,685,1,0
22.0,1,1,72999.0,0,3,10000.0,1,13.11,0.14,3.0,667,1,0
24.0,1,3,58563.0,5,0,4347.0,5,5.58,0.07,4.0,621,1,0
25.0,0,3,72917.0,5,3,1200.0,0,13.27,0.02,3.0,578,1,0
25.0,1,0,87181.0,6,2,16000.0,5,11.97,0.18,4.0,613,0,0
25.0,0,4,111068.0,0,3,12000.0,0,14.45,0.11,3.0,561,1,0
27.0,1,1,176144.0,1,0,2500.0,3,8.49,0.01,6.0,591,1,0
33.0,0,4,103036.0,11,0,15000.0,1,15.4,0.15,8.0,710,1,0
24.0,1,0,37254.0,1,3,4000.0,1,6.24,0.11,3.0,604,0,0
33.0,0,1,70717.0,10,3,14433.0,2,10.94,0.2,6.0,516,1,0
39.0,0,3,60796.0,13,0,6000.0,4,13.14,0.1,11.0,661,1,0
29.0,1,4,138763.0,6,0,7224.0,2,11.36,0.05,5.0,654,1,0
29.0,0,0,50012.0,8,2,9000.0,3,10.42,0.18,6.0,718,0,0
24.0,0,1,63020.0,3,3,10000.0,5,10.11,0.16,3.0,634,0,0
24.0,0,0,72790.0,1,3,12000.0,4,15.23,0.16,4.0,647,0,0
24.0,1,3,138952.0,1,0,12000.0,1,6.41,0.09,5.0,638,1,0
28.0,1,0,138530.0,6,0,17799.0,1,10.42,0.13,4.0,582,0,0
26.0,1,0,96798.0,2,3,12000.0,1,14.8,0.12,5.0,616,1,0
25.0,0,1,108493.0,4,0,15000.0,3,10.41,0.14,2.0,639,1,0
24.0,1,1,60996.0,4,3,5000.0,5,13.58,0.08,5.0,637,1,0
29.0,0,1,94762.0,7,3,10000.0,1,17.52,0.11,9.0,650,0,0
30.0,0,1,115160.0,8,3,10000.0,0,10.31,0.09,6.0,633,0,0
30.0,0,3,31902.0,8,0,6599.0,1,10.48,0.21,7.0,647,0,0
26.0,1,1,64681.0,6,3,4000.0,1,6.91,0.06,4.0,640,1,0
24.0,0,3,204866.0,1,3,12009.0,2,11.26,0.06,3.0,589,1,0
21.0,0,3,69577.0,0,0,8000.0,2,9.54,0.11,3.0,532,1,0
24.0,1,0,43880.0,1,2,11284.0,1,12.21,0.26,2.0,595,1,0
